,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
height0__4,25.785058954583555,6.12635831183296,0.18281712064578373,15.941551876904597,37.94182614425559,1148.073078298788,1.000739630399483
height0__5,10.495716776179957,2.8370939777307584,0.08715667344122723,5.64242194302238,16.194951285418217,1182.2759680437025,0.9990138549092275
height0__6,4.46682396436672,1.1420712107637216,0.03875918880019666,2.6652146784184834,6.696270600369544,850.760036822552,0.9992005384881739
height0__7,1.5574920123533884,0.4173894464559104,0.010815567296277239,0.8166409445482812,2.3250553534581204,1657.5589189255015,1.001355543184152
height2__0,0.16541956030078825,0.06785076391257173,0.0018713183462666133,0.06034248111645406,0.2964415717740965,1458.5554642647621,0.9989997344052395
height2__1,1.1098557900534298,0.3920651673716598,0.011358431201171972,0.46705681887395273,1.8814827357747337,1121.586335485156,1.0012112664200905
height2__2,2.7821886688769517,0.851814078796624,0.025319969361908973,1.430717639596238,4.631835861628245,975.8300294183958,0.9990830807460774
height2__3,7.193702747889218,2.057371886117346,0.07069823405872135,3.6432740014989156,11.200868938243556,848.2562576521539,0.9990041983664841
height2__4,7.428031509142033,2.161371810077757,0.067241125644175,3.905621027869511,11.844535363995643,934.2621738421965,0.9992831556336538
height2__5,4.6502050515232565,1.487119979905748,0.05171044051763456,2.1958436578520946,7.517618637949648,828.5957882799576,0.9991320544124949
height2__6,2.691679626467078,0.7310101980424629,0.02030918706998684,1.4559678941896186,4.1911396930465665,1404.9849717964694,1.0005580050445428
height2__7,0.9824284136867156,0.3205400253293162,0.007725716461813192,0.4451641240514152,1.6582095134818784,1658.2404586443488,1.0020534581044085
back__0,0.9255114337354947,0.07122092635427932,0.0024676177446130874,0.788252552602477,1.0709627292599124,812.6389361190562,1.000320762186017
back__1,0.8396518236461298,0.09303014467675501,0.002889408146077619,0.6471895358686589,1.0229554511503072,923.9721965428647,0.9991868666979887
back__2,0.7436097665213014,0.12501894916529022,0.004562273674023965,0.5033086910550031,0.9983717639126042,806.4971430330409,0.9994945097487518
back__3,0.8220568000432198,0.11000629866455498,0.0032572090120447225,0.6059132212896341,1.0188636799485842,972.791867637994,0.9999449889613315
back__4,0.6735438647943109,0.10957208400798431,0.002658899385283371,0.45959167080896984,0.8933965326822906,1353.5974505748568,0.9996569058303684
back__5,0.637847316911245,0.16927047514042626,0.005920480342752001,0.3193089630893778,0.9751651908148021,767.383173228408,0.9993787347122567
back__6,0.6066733394793232,0.14992366393027093,0.004670549893349403,0.3237059639865994,0.8845363751958929,840.813595895989,1.0019719847093287
back__7,0.7854457645404264,0.16541894524778256,0.006043952218688481,0.45885465819691945,1.0935175156321333,771.0013010393443,0.9991218002318616
