,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank
10489,KIC9211176,5137,159,120.75,0.6,11.009,0.019,1.1779584884643557,0.05,2.0818871394235496,3.710709565724337,4.600543922579878
6668,KIC7018252,4903,100,27.74,0.58,3.563,0.035,1.2173805236816406,0.05,1.4431064567372658,3.6904618932461775,4.599216154553204
12841,KIC10403423,4830,147,29.13,0.49,3.5469999999999997,0.017,1.3498172760009766,0.05,1.4643404846276673,3.6839471307515113,4.59907689070866
13255,KIC10658326,5150,100,89.57,0.75,8.12,0.015,1.1445913314819336,0.05,1.9521625742144624,3.711807229041191,4.598706422179159
564,KIC2832426,4661,100,47.31,0.52,4.828,0.013000000000000001,1.3531770706176758,0.05,1.6749529480485652,3.6684791029325856,4.598549419790219
15492,KIC12005162,5050,100,157.79,1.09,12.854000000000001,0.013000000000000001,1.1264410018920898,0.05,2.1980794761710314,3.703291378118661,4.598134180314711
14052,KIC11091260,4688,80,46.71,0.54,5.0760000000000005,0.013000000000000001,1.297868728637695,0.05,1.6694098672877826,3.670987603010034,4.5981286469280365
12968,KIC10473692,4954,100,93.2,0.61,8.64,0.017,1.2712583541870115,0.05,1.9694159123539812,3.6949560022498185,4.597943615303811
10900,KIC9451434,4832,100,26.97,0.62,3.6439999999999997,0.048,1.2908306121826172,0.05,1.430880946452891,3.684126925613076,4.597591517661599
13190,KIC10610946,4777,80,27.81,1.11,3.5980000000000003,0.044000000000000004,1.294721603393555,0.05,1.4442009888641594,3.6791552412833535,4.597141891333521
9199,KIC8410413,4979,147,35.42,0.63,4.187,0.013999999999999999,1.2618999481201172,0.05,1.5492485568540557,3.6971421262754594,4.5969667091291
5251,KIC6188215,5203,100,112.3,1.1,8.738999999999999,0.024,1.1498804092407229,0.05,2.0503797562614583,3.716253825896037,4.596707016984737
6589,KIC6953271,4854,80,80.22,0.69,7.2360000000000015,0.012,1.276254653930664,0.05,1.9042826576456282,3.6860997719959157,4.595477347674613
10691,KIC9333501,4794,100,27.72,0.56,3.491,0.012,1.2778749465942385,0.05,1.442793225939769,3.6806980296976346,4.595307451101725
13438,KIC10749112,4988,100,47.9,0.74,5.2170000000000005,0.02,1.2613687515258791,0.05,1.6803355134145632,3.697926444806505,4.595198307413546
1403,KIC3734104,4693,100,58.22,0.62,5.85,0.015,1.438333511352539,0.05,1.765072201102792,3.671450554212495,4.594878115238106
1702,KIC3946898,4712,80,29.18,1.32,3.609,0.086,1.3877477645874023,0.05,1.4650852875574327,3.673205281779045,4.5942302838688365
3805,KIC5353786,4750,80,28.09,0.6,3.83,0.067,1.2935867309570312,0.05,1.448551739201578,3.6766936096248655,4.594116864018221
12597,KIC10273787,4931,146,43.5,0.54,4.72,0.013000000000000001,1.3261384963989258,0.05,1.6384892569546374,3.6929350025311383,4.593198764440023
7890,KIC7742888,4830,100,68.68,0.58,6.808,0.013999999999999999,1.249587059020996,0.05,1.836830286488879,3.6839471307515113,4.593059609250692
10595,KIC9279889,4651,80,52.24,0.56,5.343,0.01,1.3680658340454102,0.05,1.7180031682670176,3.667546339511517,4.592719208801332
12823,KIC10395653,4943,149,59.97,0.82,6.162000000000001,0.013000000000000001,1.3149538040161133,0.05,1.7779340488377793,3.6939906104607765,4.5927160077232765
10417,KIC9162061,4854,80,31.54,1.39,4.08,0.06,1.3617191314697266,0.05,1.498861688992884,3.6860997719959157,4.591805216790126
2770,KIC4750456,4643,80,55.74,0.68,5.86,0.012,1.390594482421875,0.05,1.7461669643772857,3.666798683666174,4.5917544883608405
1037,KIC3427850,4922,100,27.09,0.46,3.483,0.026000000000000002,1.2182483673095703,0.05,1.4328090050331683,3.692141609366784,4.591468751033464
1379,KIC3663047,4655,80,54.2,0.98,5.666,0.019,1.3710508346557615,0.05,1.7339992865383869,3.6679196853173615,4.590656924380389
394,KIC2445947,4948,153,32.8,0.77,4.099,0.033,1.323002815246582,0.05,1.515873843711679,3.694429690957083,4.590534796348432
11830,KIC9897403,4964,80,88.62,1.03,7.562,0.012,1.2672319412231443,0.05,1.9475317456955927,3.695831772826692,4.5902132357354954
944,KIC3326790,4823,100,26.6,1.39,3.609,0.043,1.3189382553100586,0.05,1.4248816366310668,3.6833172619218826,4.589902040967204
1965,KIC4075403,4814,144,59.46,1.35,5.516,0.043,1.380366325378418,0.05,1.774224904868919,3.682506085939011,4.58988009349607
1511,KIC3832396,4849,142,31.54,0.6,3.906,0.067,1.3657703399658203,0.05,1.498861688992884,3.685652184115524,4.589712484776964
3020,KIC4914456,4770,140,39.21,0.73,4.005,0.012,1.4126214981079102,0.05,1.5933968423002067,3.6785183790401135,4.589664740494244
13348,KIC10709676,5043,149,134.09,0.88,11.386,0.02,1.2632904052734375,0.05,2.1273963907766067,3.7026889681591335,4.589243553175142
15890,KIC12315094,4870,147,30.35,0.35,3.67,0.016,1.4001302719116209,0.05,1.4821586954112764,3.6875289612146345,4.589197245895946
1275,KIC3626141,4965,147,45.39,0.65,4.831,0.017,1.2984466552734375,0.05,1.656960182742849,3.6959192528314,4.589115352860147
13447,KIC10751189,4808,146,45.63,0.52,5.041,0.017,1.4002819061279297,0.05,1.6592504687726608,3.681964458994683,4.588795712638743
9327,KIC8480313,4712,100,28.6,1.67,3.674,0.063,1.299407958984375,0.05,1.4563660331290431,3.673205281779045,4.588100337087415
255,KIC2285941,5041,149,148.74,1.16,12.615,0.024,1.2389240264892578,0.05,2.1724277771514653,3.7025166974381514,4.587918135767241
11942,KIC9950644,4969,146,37.48,0.46,4.13,0.022000000000000002,1.2801589965820312,0.05,1.573799582215741,3.6962689967455327,4.5878359323638005
2163,KIC4269030,4851,147,34.27,0.61,4.061,0.053,1.390833854675293,0.05,1.5349141044298669,3.685831274626064,4.587613051991516
1967,KIC4075683,4751,151,40.9,0.26,4.593,0.02,1.4214315414428709,0.05,1.611723308007342,3.6767850304192056,4.58744838905669
7732,KIC7660457,5032,152,81.69,0.61,7.768,0.017,1.2611331939697266,0.05,1.912168896059627,3.701740632437213,4.586354823796356
8245,KIC7935960,4946,145,50.65,0.53,5.4,0.016,1.2965984344482422,0.05,1.7045794496962992,3.6942541120252783,4.586187994519193
5373,KIC6263808,5008,148,84.08,0.6,8.165,0.011000000000000001,1.2677297592163086,0.05,1.9246927030201861,3.699664320202373,4.586051714091214
8670,KIC8149108,5137,151,114.71,0.6,10.472000000000001,0.017,1.194544792175293,0.05,2.059601279762754,3.710709565724337,4.584526916896278
12199,KIC10069498,5072,241,38.92,0.49,4.471,0.027999999999999997,1.2115106582641602,0.05,1.5901728315963144,3.705179244873676,4.584248932970372
6855,KIC7116264,5030,148,35.05,0.66,4.067,0.027999999999999997,1.2387475967407229,0.05,1.544688022302677,3.7015679850559273,4.584169330622794
15170,KIC11757466,4665,80,41.17,0.42,4.428,0.018000000000000002,1.3344316482543943,0.05,1.6145808669974862,3.6688516480825184,4.584047817309601
9353,KIC8491073,4882,147,29.39,0.98,3.694,0.057999999999999996,1.3629646301269531,0.05,1.4681995860726125,3.6885977750811696,4.583844780459153
13205,KIC10614000,4757,80,27.94,0.72,3.655,0.055,1.2969932556152344,0.05,1.4462264017781632,3.677333151419902,4.583712280481078
6928,KIC7174182,4868,144,33.64,0.65,3.965,0.055999999999999994,1.3548822402954102,0.05,1.526855987125875,3.6873505695580273,4.583386536517062
3991,KIC5440418,5117,156,69.81,0.58,7.21,0.013999999999999999,1.2094564437866209,0.05,1.8439176380063924,3.709015416972117,4.583311982525388
15551,KIC12055632,5010,142,51.27,0.86,5.013999999999999,0.038,1.2195158004760742,0.05,1.7098633174403992,3.6998377258672464,4.582752437448011
4436,KIC5650420,4746,80,33.66,0.32,3.782,0.013999999999999999,1.4689655303955078,0.05,1.5271141116398048,3.67632773388132,4.582479828551175
7859,KIC7729364,4976,148,55.53,0.61,5.8820000000000014,0.023,1.2788028717041016,0.05,1.7445276734725663,3.696880371682762,4.582167414763539
4852,KIC5887977,4850,145,27.44,0.47,3.1710000000000003,0.013000000000000001,1.3507509231567385,0.05,1.4383841070347143,3.685741738602264,4.581819285040766
14333,KIC11244545,5022,150,119.63,0.63,10.599,0.02,1.2613277435302734,0.05,2.077840102734993,3.7008767083769034,4.5809245623923385
14415,KIC11289675,4875,100,26.32,0.33,3.427,0.016,1.2695684432983398,0.05,1.4202858849419182,3.6879746200345562,4.580559871170457
11614,KIC9784586,4822,80,76.08,0.69,6.728,0.012,1.2987442016601562,0.05,1.8812705039293576,3.683227206041435,4.580462227141896
7353,KIC7430892,4640,100,30.6,0.43,3.6069999999999998,0.028999999999999998,1.3575687408447266,0.05,1.48572142648158,3.6665179805548807,4.579789424165403
386,KIC2444316,4831,146,33.08,0.64,3.968,0.033,1.4086189270019531,0.05,1.5195655008805091,3.68403703748652,4.579765388157007
4304,KIC5566273,4838,80,39.91,0.8,4.334,0.025,1.389404296875,0.05,1.6010817277840232,3.684665864025862,4.579373110935113
4056,KIC5459287,5025,80,81.14,1.27,6.785,0.025,1.2578573226928709,0.05,1.9092350033683076,3.701136066092527,4.578634870707439
14439,KIC11297049,4894,148,66.9,0.45,6.615,0.012,1.3513240814208984,0.05,1.8254261177678233,3.6896639650157694,4.578507359515852
5017,KIC6026326,4980,147,28.46,0.83,3.975,0.063,1.2762575149536133,0.05,1.4542348957482656,3.6972293427597176,4.578137008304862
7327,KIC7418076,5116,149,95.97,0.66,9.046,0.015,1.2193574905395508,0.05,1.9821354948037693,3.708930535806617,4.577620836686255
15792,KIC12208564,4856,147,33.76,0.46,3.9989999999999997,0.013000000000000001,1.3702449798583984,0.05,1.5284024379536174,3.686278678067201,4.576397082294656
12170,KIC10062704,5009,147,28.62,0.56,3.875,0.1,1.263019561767578,0.05,1.4566696294237576,3.699751031689514,4.575989603628782
2719,KIC4727044,4965,147,28.38,0.98,3.7439999999999998,0.047,1.3042325973510742,0.05,1.4530123911214552,3.6959192528314,4.575504753351549
11751,KIC9847922,4698,80,62.26,1.47,5.7929999999999975,0.019,1.4201469421386719,0.05,1.7942091163464964,3.671913012441587,4.575297989081394
5639,KIC6424320,5144,155,108.16,0.64,9.818,0.022000000000000002,1.2001752853393557,0.05,2.0340666785975605,3.7113009599161657,4.575294945606744
14328,KIC11243623,4972,145,120.38,0.89,10.575999999999999,0.027999999999999997,1.2869300842285156,0.05,2.080554338988771,3.696531119969607,4.574352774227197
6559,KIC6946910,4883,145,53.86,0.65,5.167000000000002,0.011000000000000001,1.3483781814575195,0.05,1.7312663490754916,3.688686724284124,4.5743258174439285
2056,KIC4165204,4935,155,27.98,0.91,3.6289999999999996,0.073,1.356576919555664,0.05,1.4468477101558088,3.693287157005656,4.574217470388224
7794,KIC7679799,4862,80,28.13,0.38,3.949,0.09300000000000001,1.203383445739746,0.05,1.4491697321652008,3.6868149545073168,4.57420078880736
6751,KIC7039616,4816,168,27.29,0.28,4.168,0.098,1.3292293548583984,0.05,1.4360035356698966,3.682686478249768,4.5732907069995425
15229,KIC11774110,4756,100,35.01,0.56,4.045,0.037000000000000005,1.4155254364013672,0.05,1.5441921107650325,3.677241845946654,4.573071835151454
1023,KIC3356643,4684,80,61.61,0.99,5.965,0.021,1.4219894409179688,0.05,1.7896512087934096,3.6706168864003255,4.572942201699296
4999,KIC6019590,5066,154,91.78,0.73,8.681000000000001,0.027000000000000003,1.272665023803711,0.05,1.9627480533586408,3.7046651854545294,4.572820386510767
2394,KIC4464406,4991,155,191.36,1.33,15.987,0.039,1.1889514923095703,0.05,2.2818511623083166,3.698187569866122,4.572755469952481
1468,KIC3758505,4999,80,153.13,2.45,11.98,0.019,1.2463598251342771,0.05,2.1850602825213925,3.69888313675259,4.572493189129743
8402,KIC8008319,4675,135,32.84,1.06,3.9539999999999997,0.037000000000000005,1.4373235702514648,0.05,1.5164031484474032,3.669781615208537,4.572054342198246
13229,KIC10643913,4992,148,41.13,0.74,4.553999999999999,0.025,1.2523221969604492,0.05,1.6141587095091752,3.698274576674368,4.571786403678936
5163,KIC6122861,4811,100,74.98,0.53,7.28,0.015,1.2883930206298828,0.05,1.874945436085532,3.682235356902564,4.571154807525533
13823,KIC10976412,4960,142,133.64,0.79,11.581,0.023,1.2560396194458008,0.05,2.1259364669660936,3.6954816764901977,4.5710138754070035
2766,KIC4743924,4939,80,101.61,0.98,8.071,0.025,1.218671798706055,0.05,2.0069364513642927,3.6936390261615486,4.5702152717067985
1208,KIC3543846,4834,143,37.29,0.37,4.208,0.011000000000000001,1.3924522399902344,0.05,1.5715923833613072,3.684306646071632,4.5701397869566085
4777,KIC5855568,5066,100,35.61,0.7,4.252,0.036000000000000004,1.240434646606445,0.05,1.5515719736742537,3.7046651854545294,4.569963637385663
5940,KIC6593596,4756,80,28.99,0.62,4.059,0.073,1.258342742919922,0.05,1.4622482153549974,3.677241845946654,4.569895790656573
2147,KIC4261808,4740,144,35.06,0.49,4.0169999999999995,0.013999999999999999,1.4632291793823242,0.05,1.5448119117577759,3.675778341674085,4.5695126832368445
14816,KIC11546972,5063,151,126.59,0.69,10.898,0.02,1.2427692413330078,0.05,2.1023993998649826,3.7044079273868413,4.569327338635245
8959,KIC8288228,5034,150,27.69,1.19,3.786,0.061,1.2478294372558594,0.05,1.4423229557455746,3.7019132112123434,4.568876872663188
5115,KIC6101471,4939,100,105.7,0.7,9.173,0.021,1.2210025787353516,0.05,2.024074987307426,3.6936390261615486,4.568528227957576
2992,KIC4902701,4641,100,35.77,0.56,4.148,0.013999999999999999,1.4113759994506836,0.05,1.5535189401489695,3.6666115684190297,4.568383069176122
9204,KIC8410818,4996,100,43.21,1.12,4.638,0.026000000000000002,1.173044204711914,0.05,1.63558426631123,3.6986224297020978,4.5683771578215895
8640,KIC8142943,4876,80,44.53,0.79,4.651,0.038,1.1768617630004885,0.05,1.6486526951312233,3.688063696946344,4.568263727745247
8534,KIC8085998,5061,143,34.91,0.74,4.143,0.055999999999999994,1.171609878540039,0.05,1.5429498488141788,3.7042363373087883,4.566602724710835
8637,KIC8142366,4967,147,31.38,0.61,3.985,0.057,1.2898836135864258,0.05,1.4966529392509178,3.6960941599952233,4.56648344616691
2773,KIC4750821,4942,151,41.82,0.61,4.516,0.026000000000000002,1.3215808868408203,0.05,1.621384028481653,3.693902741066061,4.566323524158307
7950,KIC7766103,4867,80,51.04,0.82,4.928,0.031,1.3658714294433594,0.05,1.707910665713106,3.687261346243506,4.565473093383223
12400,KIC10162765,4948,100,88.56,1.62,6.795,0.032,1.274740219116211,0.05,1.9472376078706664,3.694429690957083,4.564883798342102
271,KIC2303200,4643,80,54.69,0.54,5.6670000000000025,0.013999999999999999,1.381199836730957,0.05,1.7379079233746386,3.666798683666174,4.564346629211835
