KICID|kepmag|Length_Quarters|Length_days|numax|numax_err|dnu|dnu_err|amplitude|amplitude_err|fwhm|fwhm_err|maxbg|maxbg_err|
   6700889|   13.60|  7|   467.3|   33.53|    0.95|   3.804|   0.071|  113.9|    4.4|   14.3|    1.1|   3153.5|    322.3|
   6700950|   13.87|  6|   457.8|   33.42|    0.51|   4.107|   0.030|  144.0|    5.7|   12.9|    0.8|   4367.7|    346.4|
   6701023|   13.00| 16|  1221.2|   55.71|    0.50|   5.987|   0.015|   91.9|    4.3|   17.4|    0.9|   1173.6|     66.4|
   6701041|   11.56| 15|  1138.9|   36.55|    0.73|   4.089|   0.012|   90.4|    3.7|   14.2|    1.1|   2320.9|    126.7|
   6701238|   11.30| 18|  1318.0|   29.43|    0.70|   4.021|   0.071|  142.1|    6.4|   12.0|    0.9|   6331.5|    286.0|
   6701391|   13.81|  7|   548.1|   40.23|    0.95|   4.652|   0.016|   94.3|    4.5|   16.9|    2.3|   1869.2|    173.5|
   6704851|   11.47|  4|   206.3|   16.79|    1.25|   2.096|   0.079|  143.9|   16.3|    8.5|    2.0|  11568.7|   2517.0|
   6705642|   11.10| 18|  1317.8|   46.08|    1.22|   4.791|   0.024|   74.6|    3.4|   19.0|    1.2|   1354.7|     55.1|
   6706199|   13.41| 18|  1317.8|    5.58|    0.14|   1.116|   0.021|  568.9|   65.5|    2.3|    0.5| 473845.8| 116598.8|
   6706381|   12.43|  8|   632.7|   33.77|    0.61|   4.116|   0.053|  125.7|    4.6|   13.4|    0.9|   3381.9|    223.4|
   6706559|   12.62| 17|  1235.5|   60.80|    1.37|   5.609|   0.018|   42.2|    2.0|   23.5|    1.7|    663.5|     26.0|
   6706882|  13.452| 17| 1308.38|  212.81|    1.86|  16.356|   0.029|     --|     --|     --|     --|     --|     --|
   6706980|   12.03| 18|  1317.8|  106.95|    1.19|   8.975|   0.014|   33.4|    1.6|   36.8|    2.4|    151.6|     21.3|
   6707195|   13.06| 17|  1308.4|  108.61|    0.62|   9.474|   0.016|   64.6|    2.6|   31.5|    1.1|    219.1|     70.4|
   6707779|   13.18| 17|  1292.1|  105.06|    0.72|   8.852|   0.017|   44.0|    1.4|   34.4|    1.5|    109.2|     22.4|
   6708053|   10.33| 18|  1317.8|    5.24|    0.33|   0.861|   0.036|  337.8|   58.6|    1.9|    0.5| 408468.2|  80049.1|
   6708078|   12.82| 15|  1136.3|   48.25|    0.55|   5.128|   0.011|   93.7|    3.9|   16.4|    0.9|   1394.9|     67.4|
   6708088|   13.92|  7|   548.1|   36.58|    1.45|   4.208|   0.023|   69.4|    3.5|   19.9|    2.9|   1585.4|    214.1|
   6716840|   11.91|  4|   206.4|   29.52|    0.73|   4.014|   0.068|  139.9|   14.6|    6.5|    4.5|   7567.2|    966.6|
   6717307|   10.04| 17|  1235.8|   48.90|    1.49|   4.897|   0.017|   50.4|    3.0|   20.0|    2.0|    980.6|     66.5|
   6718029|   11.74|  8|   557.6|   46.34|    1.01|   4.741|   0.034|   55.9|    2.7|   20.4|    1.8|    735.5|     60.1|
   6718509|   11.81| 18|  1318.1|   11.07|    0.32|   1.615|   0.012|  295.0|   25.3|    4.7|    0.8|  52825.4|   4157.9|
   6719355|   11.22|  4|   206.4|   32.61|    2.75|   4.198|   0.172|  140.5|   15.0|   14.6|    3.1|   6287.6|   1129.2|
   6719546|   13.12|  2|    41.9|   40.21|    4.67|   4.231|   0.428|   76.7|   19.5|   16.7|    5.4|   2868.9|    664.1|
   6720334|  12.148| 18| 1318.14|  204.09|    1.45|  15.467|   0.030|     --|     --|     --|     --|     --|     --|
   6720476|   12.53|  7|   548.1|   38.47|    0.60|   4.137|   0.177|   79.2|    3.2|   17.0|    2.4|   1183.4|    192.7|
   6721721|   12.19|  8|   557.6|   56.09|    1.38|   5.430|   0.025|   53.8|    1.9|   24.0|    1.7|    676.8|     41.0|
   6751371|   13.85|  7|   548.1|   47.50|    0.45|   5.183|   0.016|   97.3|    5.8|   14.3|    0.9|   1859.2|    204.0|
   6751420|   13.11|  8|   557.6|   84.02|    0.55|   7.902|   0.033|   69.2|    3.6|   25.3|    1.3|    441.4|    110.3|
   6751562|   13.57| 18|  1317.9|  170.29|    0.93|  13.591|   0.023|   51.6|    1.9|   50.7|    2.4|     97.0|     23.4|
   6751876|   11.51| 18|  1317.9|   30.74|    0.53|   3.903|   0.041|  129.4|    5.3|   12.0|    1.0|   5172.0|    270.5|
   6752116|   13.17| 18|  1317.9|   83.40|    0.53|   7.937|   0.022|   75.8|    3.2|   24.4|    1.2|    528.1|     73.1|
   6752140|   12.39| 18|  1317.9|   60.09|    0.48|   6.017|   0.015|   65.2|    2.7|   18.4|    0.9|    812.1|     55.6|
   6755373|   10.35| 13|   941.0|   51.45|    0.62|   5.218|   0.014|   75.6|    3.6|   18.7|    1.6|   1146.8|     59.4|
   6755830|   10.83| 13|   941.0|   41.72|    0.42|   4.457|   0.020|   96.6|    3.6|   16.3|    1.3|   1949.6|     89.2|
   6755907|   11.71| 14|  1023.3|   43.19|    0.40|   4.825|   0.017|  110.6|    4.8|   14.2|    0.7|   2365.2|    105.8|
   6755958|   12.62| 12|   942.9|   43.12|    0.47|   4.927|   0.015|  100.4|    3.6|   15.7|    0.9|   1725.0|     78.4|
   6756017|   12.26|  8|   557.6|   31.52|    0.53|   3.960|   0.039|  116.4|    5.2|   14.8|    1.5|   3934.5|    255.0|
   6756156|   13.75| 13|  1013.9|  160.46|    1.10|  13.673|   0.023|   43.7|    2.3|   43.4|    2.7|     75.5|     22.0|
   6756369|  13.907| 13| 1013.86|  206.03|    1.17|  16.287|   0.069|     --|     --|     --|     --|     --|     --|
   6756579|   10.41| 14|  1023.3|   39.75|    1.04|   3.976|   0.042|   68.7|    2.2|   16.8|    1.2|   1067.5|     75.5|
   6756648|   10.01| 14|  1023.3|   85.55|    2.34|   6.708|   0.039|   29.0|    1.5|   29.0|    2.3|    268.1|     26.3|
   6756908|   11.74| 12|   870.0|   26.05|    0.61|   3.499|   0.033|  136.3|    6.1|   12.1|    1.1|   6459.3|    399.0|
   6757332|   12.65| 13|   941.0|   64.49|    0.46|   6.484|   0.012|   93.4|    4.0|   20.4|    1.1|    854.9|     46.4|
   6757558|   12.87| 14|  1023.3|  131.47|    0.62|  11.207|   0.016|   62.4|    2.4|   34.8|    1.2|    120.0|     20.0|
   6757928|    9.61| 14|  1023.3|   95.71|    0.95|   7.805|   0.041|   41.6|    1.8|   35.1|    1.9|    205.5|     34.6|
   6758204|   13.55| 14|  1023.3|   30.47|    0.54|   4.431|   0.103|  117.6|    4.6|   12.5|    0.9|   4162.9|    206.2|
   6758291|  13.437| 13| 1013.86|  221.66|    1.12|  16.834|   0.044|     --|     --|     --|     --|     --|     --|
   6758326|   13.95|  6|   457.8|   94.31|    0.70|   8.784|   0.020|   67.9|    2.4|   32.8|    2.7|    101.1|     22.4|
   6761651|   12.45| 18|  1317.9|  136.43|    1.36|  10.874|   0.017|   30.4|    1.1|   49.8|   10.4|     62.6|      8.3|
   6761672|   13.27|  8|   557.5|   31.18|    0.95|   3.695|   0.136|  104.6|    8.6|   12.7|    2.6|   7051.5|    955.6|
   6761814|   13.03| 16|  1221.1|   31.65|    0.73|   3.798|   0.044|   99.8|    5.4|   13.3|    2.4|   5899.7|    448.6|
   6762022|   11.53| 18|  1317.9|   41.02|    0.57|   4.442|   0.016|   89.9|    3.3|   15.5|    1.0|   1985.2|     79.6|
   6762079|   13.73| 17|  1308.4|  129.70|    0.98|  11.167|   0.014|   50.4|    2.1|   38.0|    1.7|     81.8|     15.6|
   6762210|   13.88| 16|  1276.0|   29.10|    0.87|   3.986|   0.042|  149.5|    6.2|   12.8|    1.5|   7847.4|    496.5|
   6762328|   13.41|  9|   642.1|   28.40|    0.90|   3.629|   0.037|  137.9|    6.6|   12.7|    2.1|   6200.7|    649.2|
   6762434|   12.70|  8|   557.5|   21.44|    0.71|   2.975|   0.078|  145.7|    7.3|   11.2|    1.6|   9294.0|    933.6|
   6762465|   13.60| 18|  1317.9|  101.16|    0.72|   9.243|   0.014|   68.0|    2.8|   30.6|    1.4|    175.5|     35.9|
   6762612|   12.31| 13|   959.7|   40.36|    0.88|   4.392|   0.030|   77.4|    3.9|   15.4|    1.6|   2483.7|    132.5|
   6762834|   12.78| 15|  1138.8|   34.44|    0.51|   4.201|   0.036|  125.2|    5.6|   13.8|    0.9|   4037.1|    205.9|
   6762849|   11.73|  4|   206.3|    7.13|    0.38|   1.214|   0.031|  440.2|   82.8|    2.4|    0.5| 178179.9|  31622.6|
   6763330|   13.00| 18|  1317.9|   34.11|    0.65|   4.163|   0.036|  100.6|    4.3|   13.4|    0.8|   3043.3|    148.9|
   6763448|    9.13| 17|  1235.6|   15.84|    0.30|   2.116|   0.012|  385.9|   25.0|    5.3|    0.5|  72047.1|   7767.7|
   6763459|   13.91| 17|  1308.4|  156.83|    1.00|  12.611|   0.045|   47.7|    2.0|   45.2|    2.3|     82.7|     15.5|
   6763633|   10.79| 18|  1317.9|  110.43|    1.56|   8.859|   0.046|   14.7|    1.0|   47.4|    5.8|     34.3|      9.2|
   6764026|   12.22| 18|  1317.9|   81.47|    0.62|   7.531|   0.017|   67.7|    3.0|   24.5|    1.1|    487.6|     33.4|
   6764229|   11.71| 18|  1317.9|   59.24|    0.60|   6.062|   0.017|   87.0|    3.9|   18.9|    1.0|   1061.6|     49.9|
   6764244|   13.00| 14|  1129.3|   33.32|    0.48|   3.983|   0.032|  122.1|    5.1|   13.2|    1.3|   4271.3|    221.7|
   6764262|   13.10| 16|  1221.1|   61.22|    0.62|   6.176|   0.012|   82.9|    4.7|   19.0|    1.5|   1014.9|     65.9|
   6764288|   13.76| 17|  1308.4|   89.08|    0.70|   7.884|   0.015|   52.8|    1.9|   30.6|    1.8|    195.9|     39.5|
   6764361|   12.36|  4|   206.3|   25.38|    1.58|   3.185|   0.096|  119.7|   14.0|   10.8|    2.3|   6550.8|   1305.2|
   6764382|   12.56|  7|   467.2|   29.53|    0.33|   3.467|   0.014|  142.2|    6.3|   10.2|    0.7|   3751.5|    374.6|
   6764497|   13.68| 17|  1308.4|   29.89|    0.69|   3.982|   0.110|  142.9|    6.6|   12.1|    1.5|   7222.5|    403.8|
   6764668|   13.72| 17|  1308.4|   64.38|    0.61|   6.395|   0.016|   75.3|    3.2|   21.7|    1.2|    780.0|     52.6|
   6764679|   13.63| 17|  1308.4|   34.11|    0.48|   4.007|   0.031|  100.6|    4.2|   13.6|    1.2|   3011.3|    171.9|
   6764685|   12.24| 18|  1317.9|  120.84|    0.76|  10.052|   0.011|   53.6|    1.9|   35.9|    1.4|    166.2|     28.2|
   6764890|   13.34| 16|  1221.1|   54.16|    0.65|   5.755|   0.014|   82.4|    4.0|   18.7|    1.4|   1317.6|     76.1|
   6764900|   12.70| 17|  1308.4|   44.94|    0.43|   5.062|   0.020|  109.3|    6.9|   13.9|    0.9|   1702.7|     93.2|
   6765032|   11.55| 18|  1317.9|    7.41|    0.46|   1.371|   0.030|  323.6|   29.1|    3.4|    0.8| 136153.4|  14591.9|
   6765116|   15.39| 14|  1111.5|  190.76|    2.84|  15.379|   0.063|   45.9|    7.3|   49.2|   12.7|     41.9|     20.0|
   6765408|   12.19| 17|  1235.6|   17.56|    0.38|   2.348|   0.012|  178.3|   11.4|    7.2|    0.8|  13148.4|    861.5|
   6765563|  13.705| 17| 1308.44|  210.09|    1.62|  16.332|   0.042|     --|     --|     --|     --|     --|     --|
   6766318|   14.00| 17|  1308.4|   29.41|    0.52|   4.164|   0.060|  149.3|    5.6|   12.5|    1.5|   7071.2|    486.7|
   6766657|   13.17|  7|   467.2|   34.14|    0.61|   3.994|   0.044|  137.3|    5.2|   14.8|    1.3|   3634.4|    418.2|
   6766852|   13.22|  9|   642.0|   19.66|    0.36|   2.716|   0.020|  206.5|   10.6|    7.3|    0.5|  12393.2|   1100.2|
   6767165|   13.34| 18|  1317.9|   88.09|    0.58|   8.070|   0.020|   66.8|    2.8|   24.6|    1.0|    444.1|     51.7|
   6767249|   10.72| 18|  1317.9|   38.71|    0.65|   4.474|   0.051|   99.7|    4.3|   15.5|    1.3|   2169.0|    118.4|
   6767347|   13.27| 16|  1221.1|   28.81|    0.43|   3.785|   0.052|  155.1|    6.8|   11.7|    1.6|   6812.1|    571.2|
   6767489|  12.340| 18| 1317.88|  230.87|    1.49|  17.417|   0.073|     --|     --|     --|     --|     --|     --|
   6767610|   13.53| 18|  1317.9|   34.36|    0.43|   4.195|   0.014|  128.7|    6.5|   11.8|    0.8|   3097.6|    192.2|
   6767829|   13.03| 16|  1221.1|   60.58|    0.67|   6.297|   0.015|   85.6|    4.4|   18.7|    1.0|   1036.4|     58.6|
   6768042|   11.83| 17|  1235.6|   23.70|    1.22|   2.959|   0.028|  125.4|    5.5|   11.0|    1.4|   6363.8|    430.0|
   6768319|   11.57| 18|  1317.9|   53.83|    0.71|   5.581|   0.012|   86.8|    3.8|   18.5|    1.0|   1447.6|     63.8|
   6768355|   11.39| 16|  1209.7|   36.71|    0.84|   4.213|   0.035|   91.0|    4.6|   15.1|    1.2|   2559.7|    128.2|
   6768448|   12.91|  9|   642.0|   67.15|    0.88|   5.854|   0.011|   54.9|    2.4|   27.2|    2.3|    443.2|     83.0|
   6768654|   11.95| 18|  1317.9|   51.09|    0.53|   5.267|   0.013|   67.2|    3.5|   15.1|    1.1|   1474.3|     47.3|
   6773751|   13.83|  6|   457.8|   57.58|    0.52|   5.675|   0.015|  100.5|    3.8|   18.3|    1.1|   1040.9|    142.8|
   6773907|   13.84|  8|   687.8|   29.55|    0.74|   4.327|   0.060|  153.9|    7.2|   13.1|    1.7|   6200.4|    575.8|
   6773938|   13.92|  8|   630.4|   29.96|    0.47|   3.744|   0.063|  134.9|    6.3|   12.3|    0.9|   4716.8|    305.4|
   6774006|   10.70|  4|   206.3|   26.09|    1.47|   3.203|   0.085|  162.2|   14.6|   11.2|    1.6|   6552.9|   1061.2|
   6774693|   12.42| 18|  1317.9|   98.89|    0.65|   8.732|   0.014|   59.0|    1.8|   31.4|    1.3|    211.7|     28.8|
   6774769|   12.06| 18|  1317.9|   35.00|    0.56|   4.020|   0.076|  104.5|    4.1|   13.3|    0.8|   3150.9|    162.3|
   6774810|   12.93| 16|  1221.1|   29.29|    1.33|   3.826|   0.097|  134.9|    7.0|   14.0|    2.1|   5744.3|    392.6|
   6774956|   12.76|  8|   557.5|   27.45|    0.67|   3.181|   0.020|   74.3|    4.1|   14.0|    1.3|   2996.3|    260.2|
   6775098|   12.39| 18|  1317.9|   57.85|    0.49|   5.829|   0.017|   89.8|    4.0|   18.5|    1.0|   1132.6|     49.5|
   6775649|   12.93| 15|  1138.8|   42.65|    0.48|   4.649|   0.015|   92.2|    4.0|   15.2|    0.9|   1852.3|     85.0|
   6775809|   13.48| 17|  1308.5|   43.63|    0.52|   4.782|   0.014|   89.0|    4.0|   14.9|    0.8|   1762.2|     84.2|
   6776272|   13.77|  7|   548.1|   30.68|    0.70|   4.108|   0.074|  103.9|    4.4|   14.4|    1.4|   4513.9|    273.8|
   6776335|   13.25|  7|   467.2|   54.08|    0.50|   5.634|   0.015|   94.6|    3.0|   18.7|    0.9|   1008.5|     83.8|
   6776347|   13.32|  7|   467.2|   30.59|    0.63|   4.085|   0.063|  130.3|    5.0|   13.8|    1.5|   5064.2|    324.1|
   6776349|   13.76| 17|  1308.5|  128.97|    0.75|  11.118|   0.020|   48.6|    1.9|   36.3|    1.6|    167.0|     20.5|
   6776396|   11.79| 18|  1317.9|  144.24|    0.57|  11.797|   0.014|   45.6|    1.3|   42.4|    1.9|     63.3|      9.3|
   6776494|  13.684| 17| 1308.46|  229.69|    2.08|  17.804|   0.028|     --|     --|     --|     --|     --|     --|
   6776750|   13.36|  7|   467.2|   30.39|    0.68|   4.003|   0.033|  116.8|    5.6|   14.1|    1.7|   6085.8|    377.1|
   6777074|   12.78| 16|  1221.1|   57.61|    0.47|   5.827|   0.014|   81.5|    4.1|   19.8|    2.0|   1021.7|     71.5|
   6777373|   13.71| 17|  1308.5|   77.47|    0.67|   7.573|   0.016|   67.0|    2.8|   24.3|    1.1|    383.6|     73.3|
   6777392|  14.534| 17| 1308.46|  205.60|    1.83|  16.766|   0.159|     --|     --|     --|     --|     --|     --|
   6777407|   13.46| 17|  1308.5|   31.75|    0.97|   3.939|   0.040|  140.3|    5.4|   13.6|    1.4|   6675.1|    379.6|
   6777411|   13.77|  5|   371.3|   25.15|    0.52|   2.914|   0.017|  158.6|    9.6|    9.1|    1.8|   5166.5|    540.9|
   6777790|   12.79| 16|  1221.1|   47.77|    0.51|   5.241|   0.013|   87.2|    4.6|   17.0|    1.4|   1828.8|    104.4|
   6777888|   11.85| 18|  1317.9|   32.09|    0.53|   4.090|   0.031|  130.3|    6.5|   13.4|    1.0|   4728.2|    336.7|
   6777971|   10.88| 18|  1317.9|   80.42|    1.15|   6.905|   0.015|   29.9|    1.8|   24.8|    2.4|    284.1|     21.7|
   6778029|   13.89| 17|  1308.5|   28.19|    0.75|   4.042|   0.075|  142.4|    6.6|   12.9|    1.5|   7260.1|    493.3|
   6778122|   11.56| 15|  1138.8|   42.63|    1.09|   4.497|   0.025|   85.4|    4.0|   17.6|    1.4|   1921.8|     95.9|
   6778420|   12.83| 18|  1317.9|   31.37|    0.78|   4.018|   0.022|  111.0|    5.7|   12.4|    1.2|   4177.2|    519.3|
   6778474|   11.85|  8|   557.5|   28.83|    1.01|   3.802|   0.040|  104.9|    6.4|   14.6|    2.3|   5234.3|    586.4|
   6778606|   13.92|  7|   548.1|   26.20|    0.77|   3.789|   0.152|  145.2|    6.7|   13.0|    1.9|   7886.0|    568.1|
   6778771|   10.35| 17|  1235.6|   30.80|    0.80|   3.856|   0.036|  134.0|    6.3|   13.4|    1.2|   6086.7|    382.1|
   6778789|   12.23| 18|  1317.9|   31.60|    0.60|   4.020|   0.023|  120.6|    5.3|   13.2|    1.3|   4424.8|    216.8|
   6778970|   12.63| 18|  1317.9|   34.33|    0.45|   4.016|   0.056|  101.2|    4.7|   14.1|    1.3|   2914.1|    161.5|
   6779009|   12.25| 15|  1138.8|   33.35|    0.69|   4.081|   0.059|  132.8|    5.4|   14.4|    1.2|   3925.4|    265.4|
   6779144|   12.62|  7|   548.1|   29.43|    0.47|   3.432|   0.012|  140.8|    5.8|   11.2|    0.9|   4854.7|    294.4|
   6779376|   13.45| 18|  1317.9|   69.62|    0.50|   6.877|   0.016|   90.8|    4.2|   21.2|    1.1|    753.4|     63.6|
   6779477|   13.52| 16|  1221.1|   43.37|    0.55|   4.938|   0.014|  109.5|    5.4|   14.4|    0.8|   2077.9|    113.0|
   6779699|   10.86| 18|  1317.9|   87.14|    0.69|   8.034|   0.011|   75.0|    2.9|   27.6|    1.3|    529.0|     38.3|
   6780222|   12.80| 18|  1318.0|  128.86|    0.67|  11.409|   0.027|   61.7|    2.6|   35.8|    1.5|     92.9|     14.9|
   6780309|   13.61|  8|   632.7|   54.82|    0.53|   5.685|   0.014|   92.8|    4.4|   16.3|    0.9|   1540.3|    144.3|
   6780336|   13.72| 13|  1032.7|   44.50|    1.54|   4.537|   0.028|   70.2|    3.3|   19.1|    1.6|   2161.1|    111.8|
   6780356|   13.29|  5|   371.3|    6.65|    0.17|   1.347|   0.062|  421.7|   54.4|    2.2|    0.7| 241651.3|  43663.4|
   6780396|   13.16| 18|  1318.0|  115.24|    0.59|  10.014|   0.017|   70.1|    2.5|   32.6|    1.2|    172.7|     18.6|
   6780411|   13.45| 18|  1318.0|   51.82|    0.50|   5.494|   0.013|   97.9|    4.8|   16.3|    0.7|   1477.5|     73.2|
   6780490|   11.32| 18|  1318.0|   38.03|    0.44|   4.258|   0.027|   97.7|    4.2|   14.4|    1.2|   2582.3|    137.8|
   6781023|   12.95| 17|  1308.5|  100.94|    0.48|   9.189|   0.018|   67.9|    2.5|   29.3|    1.1|    296.5|     37.8|
   6781201|   10.75|  4|   206.3|   33.16|    1.18|   3.576|   0.026|   95.6|   10.1|   11.8|    2.4|   3112.0|    424.0|
   6782167|   13.50| 17|  1308.5|  168.71|    1.29|  13.121|   0.034|   35.4|    1.9|   51.7|    3.5|     66.8|     17.8|
   6782863|  14.724| 17| 1308.54|  208.06|    1.23|  16.256|   0.049|     --|     --|     --|     --|     --|     --|
   6783335|   13.39| 17|  1308.5|   36.71|    0.74|   4.332|   0.039|  108.4|    4.6|   14.4|    1.1|   2993.5|    206.1|
   6783485|   11.73| 15|  1138.9|   33.24|    0.68|   4.114|   0.028|  135.8|    6.2|   13.4|    1.1|   4031.8|    227.3|
   6783906|   13.41| 18|  1318.0|  117.94|    1.27|   9.802|   0.013|   36.9|    1.7|   41.2|    7.3|    100.0|     15.1|
   6784377|   13.23| 16|  1221.2|   86.01|    1.23|   7.203|   0.033|   46.6|    1.9|   34.1|    1.9|    317.4|     42.3|
   6784681|    8.17|  4|   206.3|   14.06|    0.60|   1.994|   0.110|  185.8|   28.2|    5.4|    1.2|  27591.4|   4203.1|
   6784915|   15.84| 14|  1111.6|   31.43|    1.57|   4.042|   0.098|  109.9|    8.3|   17.1|    4.1|   2649.8|   1075.4|
   6784944|   12.94|  6|   380.8|   29.38|    0.33|   3.790|   0.086|  144.6|    8.9|    9.2|    1.7|   6657.2|   1079.4|
   6785068|   13.53| 18|  1318.0|   89.05|    0.57|   8.065|   0.014|   50.6|    1.5|   28.9|    1.4|    134.1|     24.8|
   6785379|   14.83| 17|  1308.5|   32.60|    0.78|   4.138|   0.033|  154.1|    7.5|   12.9|    1.7|   7778.3|    864.2|
   6785484|   13.58| 16|  1221.2|   40.28|    0.80|   4.456|   0.013|   84.7|    4.2|   14.5|    0.9|   2341.4|    115.4|
   6785523|   10.74| 18|  1318.0|   48.62|    0.77|   4.832|   0.027|   69.3|    2.4|   20.0|    1.1|   1171.0|     50.7|
   6785903|   12.90|  8|   557.5|   27.69|    0.74|   3.726|   0.038|  152.7|    5.8|   13.8|    2.0|   6470.2|    574.7|
   6785941|   12.92| 16|  1221.2|   30.65|    0.82|   3.957|   0.031|  124.6|    5.5|   12.8|    0.9|   5299.3|    333.6|
   6786042|   12.71| 15|  1138.9|   37.36|    0.53|   4.211|   0.034|   99.8|    4.3|   14.3|    1.1|   2657.2|    159.6|
   6786075|   11.74| 18|  1318.0|   74.99|    0.68|   7.065|   0.014|   69.0|    2.3|   24.6|    1.0|    535.3|     36.7|
   6786177|   12.74| 18|  1318.0|   96.67|    0.85|   8.436|   0.022|   55.2|    2.1|   32.5|    1.6|    240.8|     38.4|
   6786398|   11.82| 18|  1318.0|   95.79|    1.03|   7.456|   0.030|   32.5|    1.1|   38.7|    2.3|    146.5|     19.0|
   6786760|   13.45|  9|   642.1|   28.94|    0.51|   3.812|   0.036|  133.7|    6.1|   11.7|    1.2|   5074.8|    395.8|
   6786969|   13.08| 16|  1221.2|   32.96|    0.94|   4.090|   0.026|  125.5|    5.8|   14.3|    1.4|   4726.1|    253.3|
   6790108|   12.92| 13|   959.7|   38.65|    0.34|   4.380|   0.014|   98.5|    5.5|   12.8|    1.0|   2301.5|    130.4|
   6790283|   12.52| 15|  1138.8|   38.73|    0.72|   4.227|   0.013|   79.3|    3.7|   15.1|    1.5|   2101.0|     94.8|
   6790379|   14.57| 17|  1308.4|   28.56|    0.55|   4.313|   0.125|   88.9|    5.1|   11.9|    1.8|   3177.1|    340.9|
   6790382|   12.15| 15|  1138.8|   38.69|    0.76|   4.283|   0.036|   88.2|    3.3|   16.1|    1.3|   2396.5|    143.2|
   6790573|   13.77|  7|   548.1|   31.07|    0.96|   3.982|   0.039|  128.7|    4.6|   14.2|    1.3|   4736.6|    313.3|
   6790739|   12.90| 17|  1308.4|  149.69|    1.46|  11.829|   0.012|   30.8|    1.5|   48.1|    9.9|     53.1|      8.4|
   6790772|   13.64| 17|  1308.4|  185.59|    1.20|  13.779|   0.029|   33.1|    1.6|   51.9|    3.9|     43.0|      9.6|
   6790938|   12.57| 18|  1317.8|   54.92|    0.92|   4.798|   0.033|   37.6|    1.5|   21.2|    1.6|    529.8|     21.7|
   6791045|   11.63|  2|   114.1|   17.43|    0.69|   1.975|   0.117|  161.1|   22.1|    6.3|    1.6|  11188.2|   1919.0|
   6791104|   13.53| 15|  1211.6|   34.29|    0.60|   4.226|   0.037|  105.0|    5.8|   13.4|    1.2|   3060.0|    207.6|
   6791161|   12.68|  9|   642.1|   34.07|    0.59|   4.004|   0.042|  120.0|    4.4|   14.5|    0.9|   3659.8|    268.0|
   6791309|   11.21| 18|  1317.8|   29.09|    1.61|   3.695|   0.084|  104.1|    7.2|   11.5|    1.8|   7047.6|    606.5|
   6791445|   12.30| 17|  1235.5|   46.38|    0.55|   4.547|   0.016|   70.6|    2.4|   18.0|    1.1|   1072.4|     44.3|
   6792133|   12.83|  7|   467.3|   34.94|    0.48|   4.099|   0.073|  108.0|    5.2|   12.1|    1.1|   3678.9|    292.3|
   6792186|   10.22|  4|   206.3|   28.67|    0.88|   3.054|   0.075|  110.4|   12.0|   10.5|    4.8|   3585.8|    917.4|
   6792251|   12.70|  7|   548.1|   41.26|    0.58|   4.417|   0.018|   90.6|    3.8|   16.6|    1.3|   1928.0|    122.7|
   6792546|   13.92|  6|   457.8|   59.59|    0.53|   5.560|   0.022|   76.5|    3.1|   20.5|    1.3|    725.5|     69.9|
   6793326|   13.37| 18|  1317.8|  189.43|    2.65|  14.132|   0.016|   19.6|    2.6|   52.6|   10.1|     45.1|     13.0|
   6793808|   13.69|  9|   694.9|   90.96|    0.52|   8.465|   0.021|   74.3|    3.4|   24.8|    1.0|    432.1|     48.0|
   6794035|   12.94|  6|   457.8|   43.33|    0.66|   4.538|   0.023|   65.2|    3.7|   15.8|    1.5|   1323.1|     63.7|
   6794908|   11.50| 16|  1209.7|   43.75|    0.78|   4.559|   0.017|   80.8|    2.6|   17.8|    1.2|   1598.5|     69.2|
   6795089|   13.65|  7|   548.1|   58.80|    0.47|   6.035|   0.017|   79.7|    3.7|   17.9|    0.9|    852.0|     59.5|
   6801204|   13.73| 15|  1211.9|  168.75|    2.93|  12.910|   0.028|   19.9|    3.1|   43.1|    8.2|     30.8|     11.4|
   6801561|   12.22|  2|    41.9|   49.27|    1.68|   5.095|   0.440|   70.7|   15.4|   14.0|    3.6|   1419.7|    556.1|
   6804138|   11.75| 18|  1318.1|   83.33|    1.33|   7.182|   0.039|   32.0|    1.6|   26.4|    1.6|    328.4|     18.8|
   6804893|   13.67|  9|   715.0|  155.82|    0.88|  12.682|   0.025|   47.4|    2.2|   43.3|    2.6|     59.9|     14.4|
   6805631|   11.71| 18|  1318.1|   42.45|    0.53|   4.614|   0.013|   84.8|    3.8|   15.5|    1.0|   1296.4|     97.6|
   6806125|   11.91|  2|   114.2|   30.71|    3.65|   3.433|   0.288|  113.1|   13.4|   19.2|    6.1|   3971.8|    865.1|
   6836321|   12.00| 17|  1292.1|   35.76|    0.87|   4.286|   0.039|   91.8|    4.1|   14.8|    1.3|   2630.0|    165.7|
   6836459|   12.99|  8|   632.7|   49.04|    0.46|   5.264|   0.019|  106.3|    5.0|   15.3|    0.8|   1332.6|    162.6|
   6836772|   12.76| 15|  1138.8|   51.93|    0.62|   5.481|   0.013|   73.9|    5.4|   14.9|    1.3|   1992.7|    175.0|
   6836849|   13.75|  9|   715.0|   38.10|    0.66|   4.451|   0.023|  149.8|    7.9|   15.4|    3.1|   2506.3|    739.0|
   6837256|   11.02| 18|  1317.9|   35.88|    0.64|   4.001|   0.011|   86.1|    4.2|   13.2|    1.0|   2189.9|    147.7|
   6837573|   12.85| 18|  1317.9|  135.17|    0.71|  11.432|   0.026|   49.9|    1.9|   36.8|    1.5|     75.7|     15.3|
