KICID|kepmag|Length_Quarters|Length_days|numax|numax_err|dnu|dnu_err|amplitude|amplitude_err|fwhm|fwhm_err|maxbg|maxbg_err|
   2721170|   13.51| 10|   724.5|   30.33|    0.87|   3.941|   0.127|  122.2|    6.3|   12.4|    2.0|   5987.1|    530.1|
   2722294|   13.87|  5|   371.4|   30.15|    0.95|   3.646|   0.155|  130.9|    7.8|   12.3|    2.2|   8418.2|   1109.9|
   2722450|   13.85|  5|   371.4|   38.41|    0.42|   4.371|   0.027|  101.7|    6.8|   14.4|    2.3|   2937.2|    440.9|
   2722473|  13.863| 17| 1308.74|  204.92|    1.17|  16.235|   0.087|     --|     --|     --|     --|     --|     --|
   2722717|   13.18|  7|   548.2|   32.71|    0.53|   4.104|   0.037|  151.7|   14.6|   11.7|    1.2|   9252.1|   2056.8|
   2722819|   12.52| 17|  1292.4|   30.87|    1.12|   3.303|   0.033|   80.7|    3.8|   13.7|    2.2|   3256.0|    223.1|
   2831788|   10.01| 18|  1317.9|   54.36|    0.39|   5.467|   0.013|   89.6|    4.5|   15.0|    0.7|   1441.2|     79.7|
   2831815|   12.85| 15|  1211.7|   52.88|    0.50|   5.610|   0.015|   95.4|    4.2|   17.5|    1.0|   1115.0|     81.2|
   2832426|   12.01| 18|  1317.9|   47.31|    0.52|   4.828|   0.013|   72.6|    3.5|   16.3|    1.0|   1286.7|     65.5|
   2833089|   13.27|  6|   380.7|   36.04|    0.35|   4.082|   0.018|  136.7|    8.5|   11.6|    0.9|   2618.3|    492.3|
   2833772|   13.62|  9|   715.0|  100.44|    0.66|   9.068|   0.013|   58.4|    2.5|   31.0|    1.7|    173.4|     53.1|
   2834229|   13.82| 14|  1125.7|   44.89|    0.49|   4.823|   0.014|  112.7|    5.6|   14.1|    0.8|   2414.1|    190.8|
   2834230|   10.43| 18|  1317.9|   90.60|    1.60|   7.060|   0.029|   20.4|    2.7|   23.7|    4.9|    261.9|     32.0|
   2834607|   10.90|  4|   206.3|   40.73|    1.75|   4.230|   0.087|   54.6|    6.7|   15.6|    4.0|   1545.9|    234.4|
   2835067|   12.83| 18|  1317.9|   82.36|    0.62|   7.596|   0.014|   59.3|    2.6|   25.5|    1.3|    325.3|     57.1|
   2835283|   13.10| 17|  1308.5|   44.55|    0.38|   5.050|   0.013|  104.7|    4.7|   14.6|    0.7|   1724.9|    116.4|
   2835657|   12.95| 18|  1317.9|   86.27|    0.86|   7.812|   0.021|   54.4|    2.2|   29.5|    1.6|    227.0|     50.5|
   2835720|   12.07|  8|   557.5|   59.73|    0.49|   5.980|   0.017|   75.1|    3.2|   18.5|    0.8|    921.6|     53.5|
   2836038|   11.33| 17|  1235.6|   37.33|    0.61|   4.248|   0.036|  105.6|    4.4|   16.4|    1.5|   3192.1|    236.2|
   2837276|   13.35|  7|   467.3|   57.13|    0.56|   5.730|   0.015|   62.6|    4.1|   19.6|    2.8|   1183.3|    110.5|
   2845408|   10.66| 18|  1318.0|   76.60|    1.74|   6.283|   0.038|   31.0|    1.6|   31.3|    2.0|    270.3|     15.6|
   2845610|    9.30| 18|  1318.0|   91.65|    4.66|   7.069|   0.052|   18.6|    3.0|   41.8|   11.4|     87.2|     45.2|
   2845734|   13.61|  6|   380.7|   61.17|    0.60|   6.110|   0.017|   91.6|    4.9|   21.2|    1.6|    900.6|     95.0|
   2846051|   10.22| 18|  1318.0|    6.82|    0.17|   1.107|   0.015|  380.0|   36.1|    2.5|    0.4| 114725.9|  11800.7|
   2846355|   13.91|  5|   371.3|   34.88|    1.28|   4.024|   0.085|  114.2|    6.4|   14.4|    2.8|   5199.3|    610.3|
   2846543|   13.66| 15|  1211.8|   30.92|    0.81|   4.246|   0.103|  111.6|    5.2|   12.7|    1.3|   4839.0|    328.2|
   2846659|   12.04| 17|  1235.7|   99.97|    0.65|   9.299|   0.017|   67.5|    2.4|   28.8|    1.0|    235.5|     37.4|
   2846944|   12.01| 18|  1318.0|    8.22|    0.34|   1.415|   0.019|  374.6|   29.5|    3.5|    0.6| 100194.5|  10533.5|
   2847114|   12.65| 18|  1318.0|    7.66|    0.40|   1.348|   0.038|  312.0|   31.0|    3.8|    1.0| 169861.6|  13067.0|
   2847541|   13.84| 16|  1276.1|   15.24|    0.41|   2.165|   0.014|  238.0|   16.8|    6.2|    0.7|  29185.2|   2200.4|
   2847978|   12.21| 18|  1318.0|    8.43|    0.30|   1.589|   0.038|  286.5|   20.5|    4.5|    1.3|  95649.7|   7984.3|
   2848618|   11.87| 15|  1138.9|   39.76|    0.69|   4.233|   0.019|   92.2|    3.2|   16.4|    1.4|   2166.2|    145.6|
   2848725|   11.97| 18|  1318.0|   28.77|    0.77|   4.020|   0.088|  130.1|    6.7|   12.3|    2.0|   5546.4|    487.1|
   2848857|   12.79| 18|  1318.0|   28.19|    0.86|   3.803|   0.041|  125.2|    5.6|   12.5|    1.6|   5651.5|    386.7|
   2848887|   13.01| 16|  1221.2|   44.61|    0.60|   4.588|   0.012|   81.9|    4.3|   16.0|    1.6|   1774.1|     94.3|
   2849057|   13.55| 18|  1318.0|   51.18|    0.65|   5.316|   0.021|   92.0|    4.5|   19.0|    2.0|   1304.7|    250.6|
   2849378|   13.07| 18|  1318.0|  101.53|    2.37|   7.900|   0.036|   24.8|    1.1|   50.0|    8.6|     48.6|      8.1|
   2849476|   13.07|  7|   467.2|   17.30|    0.29|   2.205|   0.022|  161.2|    8.5|    6.6|    0.5|  10558.4|   1058.5|
   2849721|   10.96|  3|   196.9|   32.07|    0.92|   3.791|   0.306|  122.5|   11.1|   12.3|    1.9|   3993.6|    580.8|
   2850010|   12.81| 16|  1221.2|   53.71|    0.72|   5.296|   0.015|   57.5|    3.1|   19.4|    1.7|    818.1|     55.1|
   2850466|   13.99| 17|  1308.6|   42.02|    0.49|   4.558|   0.018|   80.9|    4.8|   14.2|    1.6|   2079.8|    191.7|
   2850480|   13.24| 16|  1221.2|   55.81|    0.65|   5.616|   0.011|   90.8|    5.6|   19.3|    1.6|   1243.3|     94.4|
   2850913|   13.57| 18|  1318.0|   49.67|    0.61|   5.228|   0.013|   96.6|    4.6|   16.8|    1.2|   1780.9|    103.3|
   2851014|   13.18| 18|  1318.0|   23.94|    0.64|   3.242|   0.087|  149.7|    6.6|   10.2|    1.7|  10411.7|    598.3|
   2852827|   13.76| 17|  1308.7|   33.43|    0.81|   3.997|   0.025|  113.2|    5.2|   13.8|    1.5|   4388.5|    440.1|
   2853089|   15.26| 14|  1111.8|  122.45|    1.22|  10.834|   0.055|   65.6|    5.2|   30.0|    2.7|     57.4|     35.4|
   2853354|   13.86| 17|  1308.7|  125.18|    0.78|  10.300|   0.016|   58.1|    2.4|   36.5|    1.9|    116.7|     23.7|
   2853631|   14.00|  6|   457.9|   33.06|    0.64|   3.880|   0.078|  134.1|    6.3|   15.8|    1.5|   3827.1|    535.2|
   2853886|   12.70|  7|   467.3|   34.61|    1.79|   4.031|   0.036|  103.2|    3.7|   16.9|    1.9|   2609.4|    214.0|
   2854297|   13.40| 18|  1318.2|   30.59|    0.62|   3.967|   0.034|  138.4|    5.9|   13.3|    1.6|   6558.9|    411.1|
   2854664|   13.67| 17|  1308.7|   44.51|    0.80|   4.651|   0.036|   71.6|    3.2|   18.0|    1.4|   1382.9|    154.2|
   2854735|   12.13| 18|  1318.2|    5.49|    0.12|   0.952|   0.011|  435.2|   49.7|    2.0|    0.5| 196863.3|  20306.9|
   2854994|   10.50| 18|  1318.2|  135.90|    7.27|  10.308|   0.047|   16.6|    3.8|   65.2|   25.6|     69.3|     36.7|
   2855034|   11.86| 18|  1318.2|  150.47|    0.80|  13.132|   0.020|   48.0|    1.8|   41.0|    1.6|     73.7|     11.4|
   2855150|   13.75| 17|  1308.7|   31.64|    0.68|   4.123|   0.041|  108.5|    5.6|   11.9|    1.0|   4558.3|    326.0|
   2855443|   13.70|  6|   457.9|   27.06|    0.40|   3.563|   0.235|  150.6|    8.0|   10.2|    3.2|  10623.9|   1165.5|
   2855541|   13.15|  8|   557.6|   34.79|    0.64|   4.154|   0.034|  110.4|    5.4|   13.5|    1.3|   3518.7|    247.2|
   2855642|  13.742| 17| 1308.74|  222.80|    2.12|  17.268|   0.115|     --|     --|     --|     --|     --|     --|
   2855771|   13.71| 17|  1308.7|  161.33|    1.06|  13.537|   0.023|   38.3|    2.1|   42.3|    2.3|     38.5|      5.7|
   2856328|   13.12|  8|   557.6|   71.34|    0.56|   6.708|   0.023|   75.1|    2.9|   23.2|    1.2|    343.6|     99.0|
   2856412|   12.18| 17|  1235.8|   35.94|    0.79|   4.212|   0.030|   92.6|    4.8|   14.7|    1.4|   3431.2|    210.8|
   2856589|   11.07| 16|  1210.0|   30.18|    0.50|   3.439|   0.012|  106.1|    5.7|   11.2|    1.4|   4068.0|    286.7|
   2856721|   13.70|  9|   715.0|   32.58|    0.72|   3.944|   0.028|  129.6|    6.1|   13.4|    1.1|   5887.5|    443.7|
   2856795|   11.35| 18|  1318.2|   97.07|    0.99|   7.731|   0.029|   31.0|    1.5|   28.6|    3.0|    243.1|     24.8|
   2856803|   12.49| 18|  1318.2|   32.10|    0.64|   4.183|   0.028|  124.2|    4.9|   13.2|    1.3|   5169.5|    313.6|
   2856815|   12.76| 18|  1318.2|   29.05|    0.66|   3.425|   0.053|  101.5|    4.3|   12.8|    1.7|   3334.2|    329.6|
   2856817|   13.23| 17|  1308.7|   31.79|    0.77|   4.209|   0.072|  105.7|    4.8|   12.7|    1.4|   4165.1|    304.9|
   2857130|   13.40| 18|  1318.2|   32.26|    0.64|   3.989|   0.029|   93.6|    5.3|   12.6|    2.4|   3977.3|    407.4|
   2858216|   13.32|  8|   557.6|   30.43|    1.28|   3.868|   0.369|  114.8|    7.7|   13.4|    2.3|   4773.9|    816.7|
   2858440|   10.75| 18|  1318.2|   46.90|    1.30|   4.826|   0.031|   71.5|    2.8|   19.6|    1.3|   1315.8|     64.0|
   2859830|   12.62|  7|   467.3|   29.32|    0.72|   3.803|   0.033|  142.8|    5.6|   13.8|    1.8|   3991.7|    473.5|
   2860010|   11.54| 18|  1318.2|   78.95|    1.00|   6.844|   0.019|   33.0|    1.5|   26.2|    2.2|    304.8|     20.2|
   2860452|   12.99|  7|   467.3|   30.82|    0.76|   3.938|   0.049|  120.2|    5.4|   14.5|    2.0|   4124.4|    431.6|
   2860746|   12.26|  7|   467.3|   12.34|    0.20|   1.822|   0.035|  287.3|   18.5|    4.3|    0.7|  38313.0|   4021.9|
   2860875|   13.96|  9|   715.0|   39.62|    2.10|   4.286|   0.095|   85.3|    6.2|   16.2|    1.8|   3377.1|    365.8|
   2860885|   13.68|  6|   457.9|   56.26|    0.64|   5.530|   0.029|   82.5|    5.3|   19.5|    2.3|   1068.8|    309.7|
   2860936|   10.07| 18|  1318.2|  101.39|    1.61|   7.639|   0.037|   20.2|    1.4|   31.4|    3.1|    167.3|     14.9|
   2861042|   13.97| 17|  1308.7|   78.39|    1.07|   6.677|   0.031|   50.5|    2.0|   32.4|    3.3|    141.2|     23.1|
   2861630|   12.02| 15|  1139.0|   28.80|    1.04|   4.191|   0.120|  170.8|    9.0|   13.8|    2.5|  11860.1|    871.5|
   2865296|   15.70| 14|  1047.9|   27.95|    1.06|   3.782|   0.078|  125.2|   12.0|   12.2|    4.2|   8315.1|   1859.5|
   2969462|    8.15| 18|  1317.9|   32.75|    0.68|   3.484|   0.013|   67.7|    4.5|   14.1|    1.6|   1369.9|    336.5|
   2969846|   13.49| 18|  1317.9|   91.41|    0.88|   8.186|   0.022|   36.9|    5.0|   19.0|    3.4|    111.5|     29.4|
   2970396|   11.99|  8|   557.5|   30.51|    0.76|   3.818|   0.052|  135.6|    4.9|   14.4|    1.2|   4558.5|    352.9|
   2970584|   10.03| 18|  1317.9|   63.36|    0.73|   6.380|   0.013|   68.0|    4.1|   20.5|    1.5|    886.8|    111.9|
   2970784|   13.36| 17|  1292.1|  135.29|    0.92|  11.673|   0.028|   47.5|    1.6|   39.8|    1.8|     62.8|     11.6|
   2971380|   12.62| 15|  1138.8|   77.26|    0.70|   7.879|   0.022|   51.0|    2.1|   25.8|    1.3|    149.2|     48.5|
   2971432|   12.64| 18|  1317.9|  182.31|    1.33|  13.715|   0.023|   35.9|    1.7|   51.0|    2.9|     55.8|      9.8|
   2971713|   13.84| 17|  1308.5|  124.68|    0.72|  11.335|   0.030|   55.4|    2.3|   35.7|    1.9|     71.9|     13.7|
   2972545|   12.29| 18|  1317.9|  133.81|    0.87|  10.725|   0.042|   41.4|    1.6|   41.7|    2.0|     71.7|     12.8|
   2972637|   13.77|  5|   371.3|   26.55|    0.71|   3.601|   0.053|  144.2|    6.8|   12.0|    3.2|   5722.7|    585.2|
   2972707|   13.28| 14|  1052.8|   57.14|    0.45|   6.055|   0.015|   93.5|    4.8|   16.6|    0.9|   1120.8|     90.8|
   2972876|   12.47| 18|  1317.9|   97.69|    1.18|   7.822|   0.020|   38.9|    1.5|   37.8|    3.0|    162.9|     29.6|
   2973238|   12.44| 15|  1138.8|   55.16|    0.66|   5.056|   0.014|   63.1|    3.1|   20.5|    1.7|    862.0|     69.5|
   2973469|   13.54|  7|   548.1|   44.66|    0.51|   4.652|   0.016|   85.2|    4.1|   15.5|    1.0|   1457.3|    131.5|
   2973845|   13.95| 17|  1308.5|   58.45|    0.46|   6.472|   0.027|   67.6|    3.5|   16.8|    1.2|    684.1|    109.5|
   2973894|   11.48|  9|   642.1|   27.58|    0.76|   3.855|   0.148|  126.1|    5.6|   11.8|    2.0|   4457.2|    416.4|
   2974827|   13.71| 17|  1308.6|  146.57|    0.97|  12.609|   0.023|   48.5|    2.0|   41.1|    2.2|     75.7|     13.7|
   2975717|   10.52| 18|  1318.1|   27.86|    0.41|   3.409|   0.013|  150.1|    7.1|   10.7|    1.0|   6025.2|    519.2|
   2982965|   13.35|  8|   557.5|   37.62|    0.52|   4.234|   0.122|  104.9|    4.7|   15.0|    1.4|   2244.0|    332.7|
   2983341|   14.53|  4|   271.0|   57.58|    0.85|   5.539|   0.055|   82.0|    8.7|   17.3|    2.4|    561.5|    333.8|
   2983428|   13.85|  6|   457.8|   33.35|    0.73|   4.135|   0.042|  126.8|    5.8|   14.9|    1.5|   3384.5|    522.0|
   2984102|   11.27| 18|  1318.0|   67.65|    2.97|   5.565|   0.028|   24.2|    1.4|   24.9|    1.7|    358.2|     17.5|
   2984295|   11.73| 18|  1318.0|   10.84|    0.34|   1.683|   0.015|  295.3|   23.4|    4.9|    0.7|  46173.3|   3911.3|
   2984382|  12.502| 17| 1292.20|  209.78|    1.14|  15.459|   0.024|     --|     --|     --|     --|     --|     --|
   2984775|   13.97|  7|   548.1|   82.71|    0.82|   7.849|   0.021|   53.7|    2.7|   27.3|    3.0|    114.3|     25.4|
   2984937|  13.895| 17| 1308.58|  219.62|    2.70|  16.745|   0.060|     --|     --|     --|     --|     --|     --|
   2985703|   13.48| 18|  1318.0|  117.51|    0.83|  10.304|   0.018|   36.5|    1.4|   35.5|    2.4|     30.2|      5.8|
   2986322|   13.55|  9|   642.1|   27.26|    0.79|   3.679|   0.071|  156.7|    6.4|   11.9|    1.2|   6462.9|    525.4|
   2986324|   13.72| 17|  1308.6|  156.21|    1.24|  12.449|   0.022|   43.3|    2.1|   42.8|    2.4|     70.0|     15.4|
   2986661|   12.26|  7|   467.2|   32.39|    0.72|   3.926|   0.029|  126.0|    5.3|   13.9|    1.0|   3717.2|    280.2|
   2987113|   10.61| 18|  1318.0|   33.46|    1.10|   3.857|   0.034|  116.6|    4.5|   15.0|    1.2|   4658.7|    255.1|
   2987297|   13.29| 18|  1318.0|  167.13|    2.04|  12.750|   0.020|   24.8|    1.8|   63.5|   20.9|     38.1|      8.6|
   2988079|   13.37| 10|   777.2|   36.54|    0.57|   4.220|   0.044|   91.8|    4.1|   14.2|    1.1|   2346.8|    160.1|
   2988295|  12.029| 18| 1318.02|  213.68|    1.52|  16.700|   0.055|     --|     --|     --|     --|     --|     --|
   2988638|   12.16| 18|  1318.0|   90.90|    1.46|   7.470|   0.021|   35.2|    1.6|   35.8|    1.8|    163.1|     32.6|
   2988655|   12.86| 14|  1052.9|   29.93|    0.69|   3.845|   0.069|   99.2|    7.6|   11.2|    3.2|   6124.8|    664.2|
   2988743|   12.38|  7|   467.2|   39.59|    0.76|   4.323|   0.024|   86.8|    3.9|   16.8|    1.3|   2120.3|    209.0|
   2988988|   10.85| 18|  1318.0|   38.06|    0.70|   4.303|   0.018|   97.5|    3.7|   15.7|    1.3|   2560.9|    160.6|
   2989746|   13.25|  6|   370.7|   18.39|    0.38|   2.379|   0.027|  214.1|   14.2|    6.9|    1.9|  13285.9|   2162.6|
   2989840|    9.88| 18|  1318.0|   32.98|    0.50|   3.602|   0.011|  113.4|    5.9|   13.6|    1.4|   3748.6|    204.1|
   2989924|   12.92| 10|   786.9|   28.27|    0.45|   4.161|   0.077|  124.7|    6.1|   13.8|    1.3|   6262.7|    314.3|
   2990932|   12.47| 16|  1282.9|  177.66|    1.75|  13.255|   0.012|   27.0|    1.9|   55.8|   14.4|     44.6|     10.6|
   2991027|   12.95|  8|   557.6|   29.45|    1.86|   3.302|   0.074|   61.4|    4.1|   14.3|    2.2|   2641.3|    327.1|
   2991043|   11.93| 18|  1318.2|    6.05|    0.19|   1.033|   0.038|  450.0|   39.1|    2.8|    0.5| 303773.7|  28976.0|
   2992161|   13.54|  6|   380.8|   31.96|    0.61|   3.888|   0.059|  129.2|    7.4|   11.8|    1.5|   5505.3|    548.9|
   2992250|   11.32| 15|  1139.0|   41.16|    0.45|   4.470|   0.032|   76.4|    3.2|   15.1|    1.1|   1518.1|     86.7|
   2992350|    9.52| 18|  1318.2|   45.65|    0.61|   4.731|   0.019|   62.4|    3.0|   16.0|    1.3|   1334.8|     79.5|
   2992573|   11.87| 15|  1139.0|   43.45|    0.95|   4.583|   0.060|   68.9|    4.1|   19.1|    2.3|   1361.1|    291.1|
   2993958|   12.77| 18|  1318.2|   46.66|    0.66|   4.707|   0.039|   59.5|    2.9|   17.9|    1.5|   1410.6|     72.1|
   2994573|   13.60|  7|   548.2|   32.43|    0.62|   4.138|   0.056|  134.5|    6.7|   14.0|    2.3|   5323.2|    651.0|
   2994762|   12.27|  8|   557.6|   36.55|    0.37|   4.155|   0.093|  105.9|    4.2|   13.8|    1.2|   2116.4|    223.5|
   2995050|   13.27| 18|  1318.2|   11.07|    0.55|   2.163|   0.061|  135.1|   22.5|    4.0|    2.0|  42108.5|   3464.8|
   2995130|   11.35| 17|  1235.8|   47.41|    0.89|   4.450|   0.024|   44.6|    2.5|   19.0|    2.2|    869.1|     48.3|
   2995197|   11.22| 18|  1318.2|    9.91|    0.39|   1.560|   0.025|  278.4|   23.6|    4.4|    0.7|  78400.3|   6035.5|
   2995252|   13.59|  8|   557.6|   69.65|    1.00|   6.177|   0.021|   50.5|    2.7|   23.9|    1.6|    368.4|     99.6|
   2995656|   13.56| 14|  1042.3|   33.90|    0.83|   4.206|   0.042|  111.9|    5.5|   14.1|    1.3|   4135.3|    322.1|
   2995753|   12.11| 10|   704.4|   48.23|    0.68|   5.116|   0.015|   84.7|    5.8|   16.6|    1.8|   1281.2|    190.0|
   2996019|   11.82| 14|  1129.6|   31.56|    0.71|   3.888|   0.021|  135.7|    6.1|   13.5|    1.2|   5107.9|    319.4|
   2996112|   11.60|  9|   642.1|   31.18|    0.73|   3.898|   0.054|  123.0|    5.7|   13.9|    1.4|   4665.9|    350.3|
   2996738|   13.69| 17|  1308.7|  108.07|    1.06|  10.230|   0.023|   54.3|    2.0|   35.3|    2.1|     60.7|     11.5|
   2997086|   11.32|  4|   206.3|   37.02|    1.89|   3.632|   0.507|   81.0|    7.6|   14.4|    1.7|   2680.7|    373.5|
   2997353|   13.56|  6|   457.9|   35.13|    1.10|   4.222|   0.168|  103.8|    6.1|   16.8|    3.5|   2202.0|    606.8|
   2997437|   11.85| 15|  1139.0|   45.87|    0.83|   4.719|   0.018|   61.4|    2.8|   17.2|    1.2|   1142.6|     55.4|
   2998011|   12.67|  8|   557.6|   30.52|    0.64|   3.820|   0.039|  115.2|    6.3|   13.0|    1.5|   5739.0|    640.5|
   2998532|   12.61| 18|  1318.2|  105.16|    0.59|   9.303|   0.012|   59.5|    2.2|   31.4|    1.3|    222.5|     36.2|
   3001667|    9.59|  4|   206.3|   32.36|    1.24|   3.833|   0.120|   99.6|   10.6|   12.1|    4.9|   4092.4|    999.2|
   3001851|   10.16| 15|  1057.3|   27.55|    0.81|   3.811|   0.052|  128.0|    5.6|   12.5|    1.5|   6218.3|    376.6|
   3003053|   13.51| 10|   771.9|   85.53|    0.63|   8.051|   0.024|   61.5|    2.0|   26.5|    1.5|    148.7|     23.5|
   3003419|   13.90|  3|   196.9|   34.04|    1.28|   4.279|   0.281|  118.0|   14.4|   11.1|    1.6|   4522.1|    801.4|
   3096473|   11.85| 15|  1138.8|   37.32|    0.36|   4.286|   0.015|  113.3|    6.1|   12.1|    0.8|   2674.1|    176.2|
   3096636|   13.39| 16|  1221.1|  152.18|    0.98|  12.656|   0.066|   44.3|    1.8|   43.1|    1.7|     48.9|      8.7|
   3097169|   13.21|  6|   380.7|   28.23|    0.95|   3.572|   0.025|  114.7|    8.9|   11.2|    1.4|   4079.8|   1123.5|
   3097183|   13.37| 16|  1221.1|   74.81|    0.81|   6.930|   0.017|   62.7|    3.8|   27.1|    2.2|    322.0|    152.8|
   3097194|   12.55| 15|  1138.8|   30.47|    0.78|   4.043|   0.037|  115.9|    5.0|   13.2|    2.3|   3769.5|    400.0|
   3097360|   13.77| 17|  1308.5|  155.13|    1.73|  11.316|   0.044|   32.3|    1.9|   48.2|    4.6|     30.9|     11.2|
   3097819|   13.36| 16|  1149.6|  161.04|    0.88|  12.637|   0.029|   49.9|    1.9|   44.2|    1.7|     66.7|     12.6|
   3098045|   11.82| 18|  1317.9|   34.81|    0.65|   4.178|   0.056|  108.0|    4.3|   13.2|    1.0|   2858.6|    242.6|
   3098179|   12.30| 18|  1317.9|  137.69|    0.68|  11.943|   0.014|   52.4|    2.3|   39.4|    1.7|    113.2|     35.4|
   3098716|   11.95| 18|  1317.9|   31.45|    0.89|   4.149|   0.057|  112.3|    5.9|   11.3|    1.4|   6251.2|    334.5|
   3098759|   13.79|  2|   114.1|   13.56|    0.60|   1.944|   0.124|  290.3|   49.5|    4.9|    0.8|  25739.4|   4817.0|
   3099707|   13.48| 15|  1135.1|   23.49|    0.77|   2.780|   0.013|  105.1|    5.5|   10.1|    1.4|   5726.6|    446.7|
   3099759|  12.945| 18| 1317.94|  215.99|    4.57|  16.025|   0.025|     --|     --|     --|     --|     --|     --|
   3099834|   13.11| 18|  1317.9|   46.03|    0.68|   4.985|   0.015|   94.8|    4.3|   17.1|    1.2|   1968.3|    102.6|
   3099932|   13.42| 18|  1317.9|   28.63|    0.40|   3.500|   0.012|  135.0|    6.6|   10.5|    1.2|   5316.5|    450.6|
   3099949|   11.92| 18|  1317.9|   33.04|    0.57|   4.209|   0.050|  115.6|    5.6|   13.7|    1.4|   4083.7|    227.4|
   3100053|   12.14| 15|  1138.8|   30.13|    1.00|   4.007|   0.041|  131.7|    4.9|   14.0|    1.3|   5859.0|    341.2|
   3100164|   13.70| 10|   777.2|   91.51|    0.92|   8.552|   0.020|   43.0|    3.9|   17.9|    1.6|    719.8|     54.3|
   3100193|   11.22| 18|  1317.9|   30.60|    0.58|   3.467|   0.012|  140.3|    6.6|   12.5|    1.1|   6110.9|    343.5|
   3100505|   12.09| 17|  1235.6|   34.48|    0.54|   4.026|   0.011|  136.3|    6.2|   12.7|    0.8|   3399.6|    260.4|
   3100575|   13.79| 17|  1308.5|   66.07|    0.50|   6.625|   0.018|   87.0|    4.7|   18.2|    0.9|    775.6|    104.7|
   3101057|   13.06| 18|  1317.9|   30.93|    0.68|   3.972|   0.051|  119.6|    5.4|   12.0|    1.1|   5089.6|    291.8|
   3101090|   11.35| 18|  1317.9|   31.89|    0.74|   3.913|   0.037|  115.1|    5.4|   13.0|    1.1|   4236.5|    238.9|
   3101632|   10.92| 15|  1138.9|   29.43|    0.73|   3.681|   0.037|  122.3|    5.6|   13.3|    1.3|   4980.4|    417.9|
   3101815|   12.51| 15|  1138.9|   35.00|    0.48|   4.179|   0.039|   99.9|    4.9|   13.4|    1.4|   3486.8|    280.4|
   3102386|   12.85| 10|   704.3|   19.34|    0.30|   2.491|   0.015|  195.6|   12.0|    7.2|    0.7|  10046.3|   1040.0|
   3102411|   11.45| 18|  1318.1|  139.36|    0.71|  12.224|   0.018|   51.1|    1.6|   40.1|    1.5|     79.4|     11.4|
   3102465|   13.50|  9|   715.0|   58.05|    0.44|   5.369|   0.020|   66.9|    3.0|   18.1|    1.2|    746.5|     98.0|
   3102479|   11.80| 15|  1138.9|   38.39|    0.60|   4.302|   0.025|   99.0|    4.3|   15.8|    1.3|   2590.2|    168.5|
   3102872|   13.89|  6|   457.8|   49.54|    0.42|   5.320|   0.019|   93.0|    5.7|   15.4|    1.3|   1251.1|    192.8|
